"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"SERPINH1",8.87776781808951e-27,0.75256769653542,1,0.979,1.33281928252978e-22,"Significant"
"NID1",1.26457912979866e-26,1.08961113372032,0.994,0.815,1.89851264756673e-22,"Significant"
"RASSF4",1.49534566714915e-26,2.16842004759582,0.656,0.343,2.24496245009102e-22,"Significant"
"DSE",1.50318016298314e-26,1.87239477258645,0.698,0.403,2.25672437868659e-22,"Significant"
"IL7R",2.16627991256079e-26,3.59387121420874,0.503,0.137,3.25223603272752e-22,"Significant"
"GPSM3",2.59326978348463e-26,1.12786784794882,0.987,0.794,3.89327592594547e-22,"Significant"
"PCOLCE",2.89414287646823e-26,1.22443773922821,0.924,0.661,4.34497670044175e-22,"Significant"
"FOXP1",2.94169878436904e-26,0.696357170082021,0.998,0.987,4.41637238497325e-22,"Significant"
"AQP1",3.00104685907158e-26,1.30293971290693,0.991,0.854,4.50547164952416e-22,"Significant"
"MAP7D1",3.38135760743591e-26,0.752327818131659,0.996,0.974,5.07643217604354e-22,"Significant"
"RCSD1",3.44309084806328e-26,2.15613868815158,0.676,0.343,5.1691122901974e-22,"Significant"
"TAGLN",4.53894795721555e-26,0.903088203309409,1,0.987,6.81432256816771e-22,"Significant"
"LAMB2",5.30898733866055e-26,0.953843108352483,0.994,0.91,7.97038269153108e-22,"Significant"
"OAF",5.5761070652782e-26,1.32621332281226,0.899,0.635,8.37140953710216e-22,"Significant"
"MYO9B",5.71981734349142e-26,1.09030685278802,0.982,0.845,8.58716177778367e-22,"Significant"
"IL2RG",6.79844888019509e-26,3.06477997571217,0.534,0.172,1.02065113038369e-21,"Significant"
"CMPK2",7.80770923444812e-26,2.01398612789601,0.696,0.356,1.1721713873677e-21,"Significant"
"CNN2",9.38659230861684e-26,1.26498663904481,0.921,0.661,1.40920910329265e-21,"Significant"
"SP100",9.92016254856332e-26,0.905111364296423,0.994,0.893,1.48931400341581e-21,"Significant"
"MFGE8",1.25622409693496e-25,1.16967318204347,0.963,0.76,1.88596923672846e-21,"Significant"
"PHLDA1",1.27319520904576e-25,1.38473204640225,0.904,0.639,1.9114479673404e-21,"Significant"
"ANXA1",1.30373131617346e-25,1.56572518507763,0.77,0.502,1.95729182497122e-21,"Significant"
"SPOCK2",2.11003858043733e-25,2.83345442960571,0.576,0.236,3.16780092081056e-21,"Significant"
"TGFBI",2.60772115044761e-25,1.20770013308417,0.888,0.648,3.914971763167e-21,"Significant"
"LAMB1",3.63651559329046e-25,1.04458326172534,0.983,0.863,5.45950086020697e-21,"Significant"
"PGGHG",6.2170945978163e-25,1.0902010243046,0.959,0.695,9.33372411970162e-21,"Significant"
"COLGALT1",8.63851679815746e-25,0.947338571411717,0.991,0.833,1.29690052690738e-20,"Significant"
"DPP7",1.0642123972641e-24,0.569898789506002,1,1,1.5977020720126e-20,"Significant"
"EGFL7",1.59786589882451e-24,1.24533806069478,0.971,0.785,2.39887607390523e-20,"Significant"
"RASGRP2",1.6511108462626e-24,2.67788056696572,0.569,0.24,2.47881271349404e-20,"Significant"
"PARP14",1.70142267638568e-24,1.01335173690516,0.98,0.871,2.55434586405782e-20,"Significant"
"SASH3",1.83134646915124e-24,2.14433564447359,0.654,0.352,2.74940045413675e-20,"Significant"
"ZBTB16",2.28304989150611e-24,1.73130210607294,0.733,0.472,3.42754280211813e-20,"Significant"
"PLD3",2.96780294227454e-24,0.576386581378359,1,1,4.45556255723677e-20,"Significant"
"PLEKHM2",2.98056984075909e-24,0.871525328888429,0.987,0.923,4.47472950193162e-20,"Significant"
"CDH5",3.06653970766004e-24,1.19941593718713,0.971,0.803,4.60379606311002e-20,"Significant"
"IDUA",3.10160123733085e-24,1.45462914290018,0.79,0.459,4.65643393760481e-20,"Significant"
"GIMAP6",3.35690503193539e-24,2.05239625125633,0.654,0.352,5.0397215244446e-20,"Significant"
"MAPKAPK2",3.5247095631156e-24,0.60024460862507,1,0.996,5.29164646710545e-20,"Significant"
"PSMB8",3.54220603567841e-24,1.1760627042349,0.934,0.601,5.317913921364e-20,"Significant"
"PHLDB1",3.64502718457777e-24,0.864545140112596,0.998,0.91,5.4722793122066e-20,"Significant"
"SOCS3",3.91763525685598e-24,1.48997336782439,0.821,0.528,5.88154581111788e-20,"Significant"
"PLPP3",4.0685551978017e-24,0.799013079586453,0.996,0.936,6.10812191845968e-20,"Significant"
"COL4A2",4.62067745421701e-24,0.807269445582143,1,0.996,6.937023062016e-20,"Significant"
"MYO1F",7.01416211147259e-24,2.16961186512819,0.63,0.33,1.05303615779538e-19,"Significant"
"CARD11",7.45708512049045e-24,2.69554616604645,0.532,0.189,1.11953218913923e-19,"Significant"
"FSTL1",7.89597789578307e-24,0.885804160138042,0.998,0.914,1.18542316149391e-19,"Significant"
"COL18A1",8.81839835124943e-24,0.751751191505186,1,0.996,1.32390614447308e-19,"Significant"
"PSMB9",1.06771628002808e-23,2.0611487252653,0.648,0.352,1.60296245120615e-19,"Significant"
"VAMP5",1.08478630506552e-23,1.28799986769986,0.899,0.635,1.62858967979487e-19,"Significant"
"SP110",1.42532532642427e-23,1.13552156707519,0.98,0.76,2.13984091256075e-19,"Significant"
"EPAS1",1.44767775829199e-23,0.934567207468096,1,0.957,2.17339861852376e-19,"Significant"
"SLC37A2",1.51548697765649e-23,1.85377318253487,0.694,0.425,2.27520059955569e-19,"Significant"
"LAMC1",1.68583567799802e-23,0.929330943264564,0.994,0.863,2.53094510337843e-19,"Significant"
"TMEM259",2.16608340964935e-23,0.586857054530764,1,0.991,3.25194102290656e-19,"Significant"
"JAK1",2.42875665649349e-23,0.813612804914227,0.994,0.918,3.64629236839368e-19,"Significant"
"ACAP1",2.46681078223489e-23,3.10632975132678,0.49,0.15,3.70342302736924e-19,"Significant"
"OAZ1",2.79114477669696e-23,0.402755958471263,1,1,4.19034565325514e-19,"Significant"
"FUCA1",2.83700293066103e-23,1.10462621002889,0.987,0.807,4.25919249980141e-19,"Significant"
"ITGA5",3.61811671002796e-23,1.19619966580695,0.917,0.678,5.43187861676498e-19,"Significant"
"CDH11",5.07469996968523e-23,1.2961220287213,0.82,0.614,7.61864706448843e-19,"Significant"
"CSF2RA",5.16429762538355e-23,2.55942533291179,0.576,0.296,7.75316002498832e-19,"Significant"
"CMTM3",5.65114786483587e-23,0.810119445200894,0.996,0.867,8.48406828947809e-19,"Significant"
"RNASE1",5.86858386239842e-23,0.949955118710712,0.996,0.888,8.81050495261875e-19,"Significant"
"TTC7A",7.41528553391295e-23,1.18876869298762,0.899,0.652,1.11325681720635e-18,"Significant"
"CYTIP",9.31816155657352e-23,2.35998823303137,0.582,0.275,1.39893559448838e-18,"Significant"
"MACF1",1.84184328507597e-22,0.833876331945577,0.989,0.906,2.76515932388455e-18,"Significant"
"PIK3R5",2.5610727146605e-22,1.92805502458819,0.634,0.339,3.8449384665198e-18,"Significant"
"CLSTN3",2.7249060311449e-22,1.06782317867459,0.958,0.721,4.09090142455785e-18,"Significant"
"APOL3",2.76463894310533e-22,1.96599904716454,0.635,0.318,4.15055244528403e-18,"Significant"
"DCN",2.95417331057728e-22,1.3880846117435,0.794,0.541,4.43510039116967e-18,"Significant"
"DPYD",3.36808316407936e-22,1.82747204505096,0.665,0.391,5.05650325423234e-18,"Significant"
"CNN3",3.45035544581126e-22,1.0354331511769,0.95,0.687,5.18001863079645e-18,"Significant"
"TNFSF12",3.74578009196471e-22,1.5709024498058,0.709,0.451,5.62353965206662e-18,"Significant"
"SPARCL1",4.96069770467007e-22,1.18415076580585,0.928,0.687,7.44749546402117e-18,"Significant"
"CYB5R3",6.13952727142709e-22,0.598915301173593,0.998,1,9.21727229259349e-18,"Significant"
"GAS1",6.92420502704599e-22,2.65202413915924,0.506,0.193,1.03953090071042e-17,"Significant"
"LAMA4",7.52478879303201e-22,1.0340426248326,0.976,0.807,1.1296965414979e-17,"Significant"
"BCL11B",9.27648510705447e-22,3.34253588725273,0.414,0.082,1.39267870912209e-17,"Significant"
"PLTP",9.40719858791371e-22,1.80283672967391,0.65,0.369,1.41230272400349e-17,"Significant"
"ID2",9.56806159895734e-22,1.33123194575914,0.812,0.558,1.43645308785147e-17,"Significant"
"AXL",9.66318236405351e-22,1.50353354396482,0.744,0.481,1.45073356831535e-17,"Significant"
"DDIT4",1.09750828345498e-21,0.509144585592299,1,1,1.64768918595096e-17,"Significant"
"ALDH2",1.10954485083445e-21,1.76046929429985,0.691,0.425,1.66575968455776e-17,"Significant"
"SFMBT2",1.11894347937733e-21,1.67992682558461,0.711,0.468,1.67986984558918e-17,"Significant"
"NRP2",1.35751770297265e-21,1.33305456864413,0.77,0.532,2.03804132747284e-17,"Significant"
"OLFML2B",1.60927925168994e-21,1.54717043869996,0.722,0.502,2.4160109405621e-17,"Significant"
"CPM",1.72191828770544e-21,1.55071001008698,0.733,0.485,2.58511592533218e-17,"Significant"
"CPQ",1.77958271184186e-21,1.3074378663366,0.775,0.528,2.67168752528819e-17,"Significant"
"IFITM2",1.79676911313834e-21,1.42741894019446,0.755,0.519,2.69748946955458e-17,"Significant"
"BTN3A2",1.80878618699769e-21,1.90252598762278,0.626,0.335,2.71553070253964e-17,"Significant"
"PRSS23",2.11752043745271e-21,0.863639259322874,0.991,0.931,3.17903343274775e-17,"Significant"
"JAML",2.18269702859201e-21,3.21400598448664,0.407,0.073,3.27688304902519e-17,"Significant"
"MYD88",2.28135594354383e-21,0.808631561825033,0.987,0.884,3.42499967804235e-17,"Significant"
"SEPTIN1",2.71128065035564e-21,2.80709313506174,0.506,0.206,4.07044564037893e-17,"Significant"
"GIMAP4",2.76961009301683e-21,2.0688843740449,0.595,0.318,4.15801563264617e-17,"Significant"
"MX1",3.85432368180066e-21,0.765545483670349,0.996,0.996,5.78649614348733e-17,"Significant"
"MFSD1",5.85065483927595e-21,1.1931962488396,0.866,0.622,8.78358811020498e-17,"Significant"
"FERMT3",6.5759402448202e-21,1.25995221881294,0.855,0.614,9.87245908954856e-17,"Significant"
"MXRA8",7.01992092716401e-21,0.920705524166858,0.982,0.918,1.05390072879513e-16,"Significant"
"WDR81",1.20604699361972e-20,0.96248645053583,0.967,0.738,1.81063835152129e-16,"Significant"
"CD6",1.31009760059723e-20,3.20448511474635,0.424,0.107,1.96684952777662e-16,"Significant"
"GAS7",1.4289560856454e-20,1.41422913336343,0.738,0.519,2.14529177137944e-16,"Significant"
"THEMIS2",1.60125628548175e-20,2.20670162945659,0.582,0.309,2.40396606139375e-16,"Significant"
"ABI3",2.04045202011732e-20,1.37207590635068,0.75,0.541,3.06333061780213e-16,"Significant"
"LTB",2.79736152023285e-20,3.15819091527893,0.457,0.142,4.19967885032558e-16,"Significant"
"PDGFRB",2.97008741613451e-20,0.890629850483395,0.983,0.863,4.45899223784274e-16,"Significant"
"CCND3",3.0295114356715e-20,0.819735494466059,0.985,0.897,4.54820551837362e-16,"Significant"
"ITGAL",3.09814614074154e-20,1.97600708212128,0.652,0.403,4.65124680109528e-16,"Significant"
"ATP2A3",3.13096928371475e-20,2.52386020113329,0.523,0.236,4.70052418564095e-16,"Significant"
"MDFIC",3.45848834574107e-20,1.42859215163584,0.737,0.519,5.19222855346107e-16,"Significant"
"TBC1D10C",3.76949533188103e-20,2.98983056487484,0.444,0.133,5.65914334175298e-16,"Significant"
"APOL1",4.24086237102785e-20,1.73357406723679,0.656,0.373,6.3668066776241e-16,"Significant"
"TAPBP",4.32512095188422e-20,0.529372906217226,1,0.996,6.49330408506378e-16,"Significant"
"CYP27A1",4.70700224774961e-20,1.91930801799439,0.589,0.275,7.0666224745465e-16,"Significant"
"MCOLN1",4.7120805395205e-20,1.13007850136593,0.932,0.682,7.07424651398212e-16,"Significant"
"TIMP3",7.83925659005327e-20,0.792713138989793,1,0.983,1.1769075918647e-15,"Significant"
"CTTNBP2NL",8.04877094820026e-20,1.34268589169969,0.75,0.528,1.20836198245331e-15,"Significant"
"KIAA0513",8.9204567196277e-20,1.10604766386435,0.884,0.622,1.33922816731771e-15,"Significant"
"CXCL16",9.20492190513345e-20,1.67504109703518,0.65,0.382,1.38193492561768e-15,"Significant"
"CD53",9.2977456646715e-20,1.82599311612505,0.621,0.373,1.39587055663713e-15,"Significant"
"MCL1",9.37509391898838e-20,0.444588587663195,1,1,1.40748285005773e-15,"Significant"
"IFI35",1.05060966966843e-19,1.0948254588495,0.961,0.717,1.57728029707321e-15,"Significant"
"ABR",1.17078566867615e-19,1.09794683964737,0.895,0.631,1.75770052438351e-15,"Significant"
"TRIM14",1.22707216553784e-19,1.05480918883318,0.943,0.712,1.84220344212196e-15,"Significant"
"LITAF",1.23667905845932e-19,0.639066987977829,1,0.996,1.85662627046498e-15,"Significant"
"APOBR",1.4293510574946e-19,1.52461508897967,0.755,0.549,2.14588474261665e-15,"Significant"
"IL10RA",1.46408281595238e-19,2.77737262095954,0.462,0.163,2.19802753158931e-15,"Significant"
"LIPA",1.50129297497454e-19,1.32264096629069,0.869,0.614,2.25389114332928e-15,"Significant"
"KIAA0930",2.14504928873735e-19,0.698533356584967,0.994,0.936,3.22036249718138e-15,"Significant"
"DYSF",2.53776620021234e-19,1.08246131512272,0.855,0.618,3.80994839637879e-15,"Significant"
"PIK3CD",3.03043220276183e-19,2.62196985896406,0.481,0.197,4.54958786600633e-15,"Significant"
"MLKL",3.07100479510771e-19,1.77196790470622,0.646,0.416,4.6104994988952e-15,"Significant"
"PML",3.2589385550789e-19,0.854512086910698,0.989,0.867,4.89264445273996e-15,"Significant"
"TYK2",3.43580213943557e-19,0.72429019674571,0.996,0.974,5.15816975193463e-15,"Significant"
"GIMAP1",3.76117978138969e-19,1.9282411427644,0.562,0.309,5.64665920580034e-15,"Significant"
"WDFY4",3.96099247304027e-19,2.87030030009613,0.459,0.159,5.94663799977535e-15,"Significant"
"CYBC1",4.06163206785775e-19,0.930960178170428,0.948,0.755,6.09772822347484e-15,"Significant"
"WSB1",4.28251684711826e-19,0.577692467896704,0.998,0.996,6.42934254257865e-15,"Significant"
"IFFO1",4.70165587310809e-19,1.58052084997426,0.661,0.446,7.05859596229718e-15,"Significant"
"PLSCR1",4.77512311938658e-19,1.37135385933213,0.74,0.481,7.16889233913508e-15,"Significant"
"VASH1",4.78200139925004e-19,1.15745750013009,0.842,0.648,7.17921870069408e-15,"Significant"
"TBC1D2B",5.17953023213503e-19,0.758780852242805,0.983,0.901,7.77602873750432e-15,"Significant"
"APOC1",5.28524856041199e-19,1.7952027240116,0.643,0.391,7.93474366374653e-15,"Significant"
"LTBP2",8.26798114668176e-19,1.15808824908748,0.847,0.639,1.24127200955133e-14,"Significant"
"ATXN1",8.571589276519e-19,0.843280808717232,0.989,0.833,1.2868526980838e-14,"Significant"
"CD93",8.66000927354073e-19,1.03275637632987,0.963,0.773,1.30012719223667e-14,"Significant"
"SLFN5",8.92914450006024e-19,1.3932740358159,0.761,0.532,1.34053246379404e-14,"Significant"
"FAM20C",1.28656426390567e-18,1.28416990888709,0.772,0.579,1.93151892940159e-14,"Significant"
"ITGB5",1.46420635671075e-18,1.07040357167099,0.915,0.721,2.19821300332985e-14,"Significant"
"NRP1",1.77677501692625e-18,0.97136452082201,0.958,0.794,2.66747233291138e-14,"Significant"
"ITPR3",1.89028832537527e-18,1.14692265164992,0.825,0.545,2.83788986288589e-14,"Significant"
"PLCG1",1.89692333789293e-18,0.900737791735977,0.983,0.824,2.84785100717866e-14,"Significant"
"KLF9",2.39234845545189e-18,0.717062550999436,0.989,0.936,3.59163273616992e-14,"Significant"
"PALM2-AKAP2",2.80789855435868e-18,1.35567539644395,0.716,0.489,4.21549809965869e-14,"Significant"
"ADA2",3.4552021847566e-18,2.44483017543144,0.492,0.232,5.18729503997508e-14,"Significant"
"GABBR1",4.29661790350692e-18,1.55220991402147,0.676,0.464,6.45051245853494e-14,"Significant"
"CMIP",4.41435777937638e-18,0.936195769650754,0.974,0.794,6.62727533417776e-14,"Significant"
"EFHD2",4.42163534484687e-18,0.455435022854333,1,1,6.6382011432186e-14,"Significant"
"ANPEP",5.17200004049077e-18,1.99297322994921,0.564,0.305,7.76472366078879e-14,"Significant"
"ABCA1",5.34145964535382e-18,1.14814610594025,0.812,0.545,8.01913336556969e-14,"Significant"
"CD3E",5.95368895759717e-18,3.13301471146462,0.387,0.094,8.93827323204063e-14,"Significant"
"ST5",7.48129356712231e-18,0.928581467918145,0.952,0.76,1.12316660323207e-13,"Significant"
"ITPKB",8.35624940398476e-18,1.06108875166088,0.921,0.695,1.25452372302023e-13,"Significant"
"WASF2",8.65067606710674e-18,0.820757272943692,0.983,0.807,1.29872599795473e-13,"Significant"
"CYTH4",9.17580167068004e-18,2.4535700249956,0.492,0.232,1.3775631048192e-13,"Significant"
"ZBTB4",1.04261213943032e-17,1.0331343490957,0.856,0.588,1.56527360492673e-13,"Significant"
"JDP2",1.87930742007655e-17,0.984197548738417,0.856,0.644,2.82140422976092e-13,"Significant"
"MAP3K11",2.06965325441583e-17,0.726048254443792,0.993,0.884,3.10717043085448e-13,"Significant"
"FGD3",2.31578356906564e-17,1.69658915813616,0.637,0.403,3.47668587223825e-13,"Significant"
"SEPTIN6",2.60810686751654e-17,2.29507759513396,0.49,0.236,3.91555084020259e-13,"Significant"
"CAVIN2",2.67441533997668e-17,3.04841090330516,0.378,0.099,4.01509974990698e-13,"Significant"
"SH2D3C",2.7685576448673e-17,1.33243100961633,0.7,0.464,4.15643559223928e-13,"Significant"
"WDFY1",2.81497099611526e-17,0.902339279321644,0.932,0.67,4.22611595646784e-13,"Significant"
"SOCS1",3.3918738943497e-17,2.64287575694506,0.427,0.15,5.0922202775872e-13,"Significant"
"IRF2",4.1683471175066e-17,0.858173067354939,0.972,0.811,6.25793952751266e-13,"Significant"
"SPON2",4.18712270656158e-17,0.935914268614397,0.948,0.781,6.28612731936091e-13,"Significant"
"PRNP",4.44401279202841e-17,0.951130111343238,0.906,0.631,6.67179640467226e-13,"Significant"
"ZAP70",4.76087640230178e-17,2.85591931172291,0.416,0.146,7.14750374277566e-13,"Significant"
"TNK2",4.84577514120114e-17,0.637411730882107,0.993,0.974,7.27496221948527e-13,"Significant"
"YPEL3",4.98573726661788e-17,0.621474840359471,0.996,0.961,7.48508735837342e-13,"Significant"
"CD63",5.05669136585588e-17,0.372353715482105,1,1,7.59161074755943e-13,"Significant"
"SPRY1",5.60990760495312e-17,1.21873493532418,0.829,0.597,8.42215428731612e-13,"Significant"
"NOTCH3",5.71809680191244e-17,0.748326126840868,1,0.974,8.58457872871115e-13,"Significant"
"LAP3",8.00544821481091e-17,0.865556979930263,0.982,0.871,1.20185794048956e-12,"Significant"
"ISLR",1.03698846418417e-16,1.00875660850247,0.873,0.652,1.55683078127969e-12,"Significant"
"CTSA",1.07254975421389e-16,0.56943585542649,0.998,0.979,1.61021894600131e-12,"Significant"
"APBB1IP",1.2287836781746e-16,1.78251064633488,0.595,0.386,1.84477293604352e-12,"Significant"
"IRF7",1.23301634713936e-16,0.574886264500853,1,1,1.85112744196031e-12,"Significant"
"TCF4",1.48983518601686e-16,1.31772931527949,0.711,0.532,2.2366895647671e-12,"Significant"
"DOCK2",1.63119951814439e-16,2.45243158719593,0.429,0.167,2.44891983659017e-12,"Significant"
"MGLL",1.67633265652741e-16,1.82291440513357,0.567,0.339,2.5166782172446e-12,"Significant"
"LBH",1.67948412646542e-16,1.17735651471911,0.764,0.575,2.52140951906254e-12,"Significant"
"MGAT1",1.87283757322977e-16,0.896681666254193,0.976,0.841,2.81169104868985e-12,"Significant"
"IRF1",1.93823803478264e-16,1.42192180916185,0.724,0.489,2.90987676161918e-12,"Significant"
"MMP11",1.99669601483e-16,0.861691922515446,0.978,0.854,2.99763972706428e-12,"Significant"
"TRAF3IP3",2.0644228727363e-16,2.30077512879361,0.46,0.202,3.09931805883901e-12,"Significant"
"ADCY3",2.24613221955968e-16,1.03711479355151,0.838,0.597,3.37211830122494e-12,"Significant"
"VSIR",2.27307842501213e-16,2.11002306883839,0.473,0.215,3.41257263947072e-12,"Significant"
"TRIM56",2.35722254231331e-16,0.913045223644359,0.941,0.682,3.53889820277497e-12,"Significant"
"ACTA2",2.42974649324166e-16,1.03865894323261,0.991,0.794,3.6477784103037e-12,"Significant"
"TRBC1",2.71992754995174e-16,3.09729278923066,0.341,0.064,4.08342723074255e-12,"Significant"
"SLC36A1",3.39877687762465e-16,0.949857321067035,0.886,0.661,5.10258372637789e-12,"Significant"
"DGKA",3.40304139042566e-16,2.32727816334953,0.488,0.249,5.10898603944604e-12,"Significant"
"ID1",4.70350137060939e-16,1.14774948400365,0.899,0.652,7.06136660769587e-12,"Significant"
"AHNAK",6.3340195339977e-16,0.339584158485504,1,1,9.50926352639075e-12,"Significant"
"TAGAP",6.45427591651614e-16,2.70652719144224,0.39,0.129,9.68980443346569e-12,"Significant"
"PLXDC2",6.85235539237241e-16,0.775669980352921,0.98,0.837,1.02874411505687e-11,"Significant"
"TLN1",7.03664796725782e-16,0.606241851141965,0.993,0.944,1.05641195932442e-11,"Significant"
"MEF2A",7.04634567348599e-16,0.779377756849919,0.978,0.828,1.05786787596045e-11,"Significant"
"PAPLN",7.40907324148591e-16,2.2903396761273,0.453,0.193,1.11232416574428e-11,"Significant"
"STK10",7.60309914006796e-16,0.900334560502494,0.934,0.695,1.1414532738984e-11,"Significant"
"WAS",8.57397439186275e-16,2.17275171211155,0.471,0.219,1.28721077545036e-11,"Significant"
"TIMP1",8.64435886919555e-16,0.578375665536306,1,1,1.29777759703233e-11,"Significant"
"CACNA1H",8.74608359454705e-16,1.13229766620091,0.781,0.455,1.31304953004935e-11,"Significant"
"NR4A1",8.75079363504697e-16,0.621201151283059,1,0.948,1.3137566484296e-11,"Significant"
"ARHGAP17",9.86163082141855e-16,0.71710575638103,0.974,0.811,1.48052663521957e-11,"Significant"
"APOL2",1.04231882026569e-15,1.09859401815519,0.823,0.605,1.56483324486488e-11,"Significant"
"IGHM",1.12667202400365e-15,4.88431341814342,0.365,0.103,1.69147270963668e-11,"Significant"
"STK17B",1.14379748556675e-15,1.40147939398412,0.683,0.481,1.71718316508136e-11,"Significant"
"MYO15B",1.31502875598833e-15,0.680699071827647,0.989,0.923,1.97425267136528e-11,"Significant"
"MEGF6",1.36884634901744e-15,1.75070841401865,0.567,0.365,2.05504902377988e-11,"Significant"
"RNF130",1.52852682396476e-15,0.806582114910857,0.976,0.833,2.29477732081829e-11,"Significant"
"CCL21",1.53732081575597e-15,3.60490080160645,0.339,0.077,2.30797974069443e-11,"Significant"
"AHDC1",1.89310687600568e-15,0.780470293850931,0.95,0.764,2.84212135294733e-11,"Significant"
"ANXA6",2.34756071545796e-15,0.60976624165227,1,0.948,3.52439290211703e-11,"Significant"
"OPTN",2.53507393798875e-15,0.860587033731809,0.912,0.652,3.80590650310251e-11,"Significant"
"TNIP1",2.56166373019145e-15,0.573967838587188,0.998,0.953,3.84582575813643e-11,"Significant"
"TNFAIP3",3.13551841445833e-15,2.30454717272882,0.495,0.275,4.7073537956263e-11,"Significant"
"PTPN6",3.14403861447133e-15,1.01464590673846,0.875,0.657,4.72014517190581e-11,"Significant"
"OAS3",3.41214892020796e-15,0.842625015497297,0.991,0.876,5.12265917390821e-11,"Significant"
"RNF166",3.53527921605251e-15,1.3098924735487,0.67,0.476,5.30751468705963e-11,"Significant"
"STOM",3.75593971632593e-15,1.13152046478429,0.773,0.536,5.63879229612012e-11,"Significant"
"STAT1",4.13999274545007e-15,0.79688539491156,0.969,0.747,6.21537110874419e-11,"Significant"
"CPXM1",4.78077871493792e-15,1.88617477972677,0.554,0.382,7.1773830847363e-11,"Significant"
"DHRS3",5.25799896012523e-15,0.720025622356524,0.985,0.863,7.893833838836e-11,"Significant"
"MPP1",5.91833160113283e-15,1.17616865620799,0.709,0.502,8.88519123278072e-11,"Significant"
"TCIRG1",6.25169521669435e-15,0.43778262850648,1,0.996,9.38567002882323e-11,"Significant"
"STAT6",6.50980323025388e-15,0.468144262758793,1,0.991,9.77316758958015e-11,"Significant"
"PRMT2",6.51194292450835e-15,0.494158498058032,1,0.991,9.77637991256438e-11,"Significant"
"MYH9",7.91832226293216e-15,0.435978131659732,1,1,1.188777721334e-10,"Significant"
"CAST",8.22324578752157e-15,0.503844390724863,1,0.974,1.23455589008061e-10,"Significant"
"S1PR1",8.2395758184396e-15,1.5094821580835,0.615,0.433,1.23700751762234e-10,"Significant"
"AOAH",8.43644263000005e-15,2.20047155604886,0.435,0.189,1.26656313204191e-10,"Significant"
"ST6GAL1",8.83010120731774e-15,2.36434025757108,0.414,0.172,1.32566309425461e-10,"Significant"
"SIRPA",8.91481387386817e-15,1.07694456864314,0.766,0.592,1.33838100688383e-10,"Significant"
"PNPLA6",9.38904694899509e-15,0.975504523492561,0.781,0.571,1.40957761845263e-10,"Significant"
"ITPRIPL2",1.0065163170279e-14,0.896679092657878,0.869,0.734,1.51108294675398e-10,"Significant"
"KLHL6",1.04695548484285e-14,2.08923301943671,0.475,0.245,1.57179426939458e-10,"Significant"
"JAK3",1.07138759478022e-14,2.47763982168564,0.42,0.176,1.60847419604354e-10,"Significant"
"RIPOR2",1.19598919680769e-14,3.47981747499101,0.276,0.034,1.79553858116739e-10,"Significant"
"POSTN",1.28212133471471e-14,0.722247649564004,0.987,0.914,1.92484875980719e-10,"Significant"
"CNOT6L",1.28696805919847e-14,0.929457946895359,0.873,0.639,1.93212514727466e-10,"Significant"
"METTL7A",1.43574384581485e-14,0.788346220571805,0.967,0.833,2.15548223572183e-10,"Significant"
"AFF1",1.46718006846783e-14,0.654353172381675,0.989,0.845,2.20267743679076e-10,"Significant"
"BCL6",2.20092047266124e-14,1.05927560031736,0.794,0.588,3.30424190560631e-10,"Significant"
"INPP5D",2.29853127540372e-14,2.11215323397427,0.433,0.197,3.4507850037636e-10,"Significant"
"FNDC3B",2.44084394252932e-14,0.664992213774005,0.996,0.897,3.66443901091927e-10,"Significant"
"MINK1",2.52458440585804e-14,0.584067436987693,0.998,0.966,3.79015856851467e-10,"Significant"
"NFE2L1",2.84607865522965e-14,0.476400359713287,0.998,0.983,4.27281788509628e-10,"Significant"
"GRAMD4",2.95684754272265e-14,0.813950905397345,0.906,0.67,4.43911521588951e-10,"Significant"
"HIVEP3",3.12311601425819e-14,1.06132937602634,0.742,0.515,4.68873407220582e-10,"Significant"
"NFKB2",3.19424176443451e-14,0.844360610979252,0.948,0.717,4.79551516094553e-10,"Significant"
"MICAL1",4.10868202955388e-14,0.552288085411647,1,0.97,6.16836433096924e-10,"Significant"
"NR1H3",4.69061404036956e-14,1.00138272147909,0.84,0.622,7.04201885880682e-10,"Significant"
"SIN3B",4.71411557111031e-14,0.691543294499112,0.989,0.858,7.07730170690791e-10,"Significant"
"CD5",4.74767297615845e-14,3.00605753658946,0.32,0.073,7.12768143910668e-10,"Significant"
"SEMA4D",4.86915424620657e-14,1.60312711715819,0.564,0.343,7.31006126982993e-10,"Significant"
"ACTN1",5.8991086694605e-14,0.524389944851094,0.998,0.987,8.85633184546105e-10,"Significant"
"SKI",6.50668439095905e-14,0.445997477140209,1,0.996,9.76848527614682e-10,"Significant"
"AKAP13",6.5732935566218e-14,0.723123573317966,0.983,0.841,9.86848561655631e-10,"Significant"
"TRIM38",9.08852087182762e-14,0.686062385573815,0.987,0.845,1.36445963848748e-09,"Significant"
"PSTPIP1",9.60552324045739e-14,2.53194020606714,0.401,0.172,1.44207720408987e-09,"Significant"
"CD8A",1.01168971942232e-13,2.98014016221482,0.302,0.06,1.51884977576874e-09,"Significant"
"ABTB1",1.0633772636839e-13,0.767657992636326,0.919,0.674,1.59644828596864e-09,"Significant"
"CD247",1.08774577906201e-13,3.04715008169038,0.306,0.064,1.6330327381058e-09,"Significant"
