"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CUL9",0.000905805021942778,0.848253125744362,0.122,0.025,1,"0","CUL9"
"ARMC6",0.000905882078475791,0.549664951194022,0.194,0.065,1,"0","ARMC6"
"DOPEY1",0.000906519536980157,0.313984810178762,0.143,0.035,1,"0","DOPEY1"
"TFAP2E",0.000912760450231745,2.02644025697294,0.071,0.005,1,"0","TFAP2E"
"SLC44A5",0.000912760450231745,2.34835086398904,0.071,0.005,1,"0","SLC44A5"
"AC007098.1",0.000912760450231745,2.01070568862658,0.071,0.005,1,"0","AC007098.1"
"EIF2AK3",0.000912760450231745,1.78855817559719,0.071,0.005,1,"0","EIF2AK3"
"MFSD9",0.000912760450231745,2.13334791426833,0.071,0.005,1,"0","MFSD9"
"EPHA4",0.000912760450231745,2.39779972105316,0.071,0.005,1,"0","EPHA4"
"COL4A3",0.000912760450231745,1.18401332780261,0.071,0.005,1,"0","COL4A3"
"RP11-485G4.2",0.000912760450231745,0.215480142311256,0.071,0.005,1,"0","RP11-485G4.2"
"TM4SF18",0.000912760450231745,2.28581574757606,0.071,0.005,1,"0","TM4SF18"
"SLC2A9",0.000912760450231745,1.64604402798017,0.071,0.005,1,"0","SLC2A9"
"BTC",0.000912760450231745,1.56803997987788,0.071,0.005,1,"0","BTC"
"RAB33B",0.000912760450231745,0.850837152784719,0.071,0.005,1,"0","RAB33B"
"HCG25",0.000912760450231745,1.78979420759432,0.071,0.005,1,"0","HCG25"
"RP11-431J24.2",0.000912760450231745,2.10177090503501,0.071,0.005,1,"0","RP11-431J24.2"
"SLC26A7",0.000912760450231745,1.14760638627298,0.071,0.005,1,"0","SLC26A7"
"MOB3B",0.000912760450231745,1.74392795833723,0.071,0.005,1,"0","MOB3B"
"LGR4",0.000912760450231745,1.50701735541314,0.071,0.005,1,"0","LGR4"
"RP11-21A7A.2",0.000912760450231745,2.38860814768515,0.071,0.005,1,"0","RP11-21A7A.2"
"RP11-1103G16.1",0.000912760450231745,2.6300760320857,0.071,0.005,1,"0","RP11-1103G16.1"
"SMCR5",0.000912760450231745,2.78993297619602,0.071,0.005,1,"0","SMCR5"
"PLCG1",0.000912760450231745,2.46026510392633,0.071,0.005,1,"0","PLCG1"
"ZNF850",0.000912760450231745,2.1647645610023,0.071,0.005,1,"0","ZNF850"
"CEACAM19",0.000912760450231745,1.10370855819748,0.071,0.005,1,"0","CEACAM19"
"CTA-211A9.5",0.000912760450231745,2.49648763168371,0.071,0.005,1,"0","CTA-211A9.5"
"RP11-758M4.1",0.000918777065499085,0.191979222809141,0.163,0.045,1,"0","RP11-758M4.1"
"SPATA17",0.00092480304536554,0.32087539855098,0.153,0.04,1,"0","SPATA17"
"ANKRD6",0.00092480304536554,0.458079549343811,0.153,0.04,1,"0","ANKRD6"
"TUBGCP4",0.000925648131633196,0.521760800197864,0.184,0.055,1,"0","TUBGCP4"
"POLN",0.000929110102181577,0.171804564137215,0.122,0.025,1,"0","POLN"
"CCDC117",0.0009310686718149,0.27489197046023,0.235,0.085,1,"0","CCDC117"
"AC005037.3",0.000931239750112139,0.242536106424308,0.173,0.05,1,"0","AC005037.3"
"FNIP1",0.000940969839435917,0.239308358979016,0.122,0.025,1,"0","FNIP1"
"PLAC8L1",0.000940969839435917,0.151310497216848,0.122,0.025,1,"0","PLAC8L1"
"CCDC171",0.000945406374679429,0.411335433497321,0.153,0.04,1,"0","CCDC171"
"CDON",0.000945702873672771,0.841353804864945,0.133,0.03,1,"0","CDON"
"MPV17",0.000946746495315557,0.290492124894388,0.184,0.06,1,"0","MPV17"
"UQCR10",0.000949453801827979,0.21920017293239,0.796,0.433,1,"0","UQCR10"
"KLHDC2",0.0009499102958272,0.572752953432643,0.194,0.065,1,"0","KLHDC2"
"STK10",0.000966434214978174,0.145571116906032,0.153,0.04,1,"0","STK10"
"COL27A1",0.000968709160820977,0.736400157584337,0.133,0.03,1,"0","COL27A1"
"STIM1",0.000968709160820977,0.458762582361579,0.133,0.03,1,"0","STIM1"
"INPP1",0.000974830169419295,0.575051072153521,0.184,0.06,1,"0","INPP1"
"CCBL1",0.000979064853621236,0.326480266275361,0.163,0.045,1,"0","CCBL1"
"SESN1",0.000992232835892577,0.186927882161254,0.133,0.03,1,"0","SESN1"
"ARMC7",0.000997733227016073,0.190911617871091,0.224,0.08,1,"0","ARMC7"
"RP11-83A24.2",0.00101628444163407,0.552606637961614,0.133,0.03,1,"0","RP11-83A24.2"
"DHTKD1",0.00101628444163407,0.427604160574604,0.133,0.03,1,"0","DHTKD1"
"ALPK1",0.0010401404010193,0.286383429827172,0.143,0.035,1,"0","ALPK1"
"AC037445.1",0.00104087470888885,1.0625452330314,0.133,0.03,1,"0","AC037445.1"
"CHAC2",0.00104397224820123,0.304856630900811,0.194,0.065,1,"0","CHAC2"
"DCAF15",0.00105383785118987,0.286968968107571,0.194,0.065,1,"0","DCAF15"
"LINC01032",0.00105402199076988,0.659372144848367,0.163,0.045,1,"0","LINC01032"
"STYXL1",0.00106407716951763,0.640289520949725,0.163,0.05,1,"0","STYXL1"
"CERK",0.00107510679298895,1.35665948650958,0.163,0.05,1,"0","CERK"
"TBCEL",0.00110101703174124,0.671199011948527,0.143,0.035,1,"0","TBCEL"
"CCDC127",0.0011140227801566,0.448936301636579,0.153,0.04,1,"0","CCDC127"
"ZBTB2",0.0011140227801566,0.675595245609796,0.153,0.04,1,"0","ZBTB2"
"NXF1",0.00114353595067417,0.204744880290674,0.163,0.05,1,"0","NXF1"
"CARHSP1",0.00115225268868098,0.142690256271487,0.316,0.139,1,"0","CARHSP1"
"SDCBP",0.00116359365628789,0.337435350106095,0.265,0.109,1,"0","SDCBP"
"RHBDD3",0.00118267199368503,0.449844454198523,0.184,0.06,1,"0","RHBDD3"
"RECQL4",0.00118614486115122,0.694103385808795,0.224,0.085,1,"0","RECQL4"
"TIA1",0.00119406827009428,0.32493227733667,0.184,0.06,1,"0","TIA1"
"ARFGAP3",0.00119406827009428,0.523600884483336,0.184,0.06,1,"0","ARFGAP3"
"SLC7A6OS",0.00120161891662378,0.269842265808025,0.214,0.075,1,"0","SLC7A6OS"
"RAB38",0.00120329919979439,0.172362262654176,0.204,0.07,1,"0","RAB38"
"NIT1",0.00120428752682118,1.32931378682636,0.143,0.04,1,"0","NIT1"
"KLHL17",0.00120859766919386,3.07433054278787,0.082,0.01,1,"0","KLHL17"
"DHRS4L2",0.00122733155338303,0.194226355029712,0.224,0.085,1,"0","DHRS4L2"
"SMYD5",0.00122811714869995,2.52950861897775,0.082,0.01,1,"0","SMYD5"
"BTNL9",0.00122811714869995,2.61765715966023,0.082,0.01,1,"0","BTNL9"
"NTN1",0.00122811714869995,2.75651225693578,0.082,0.01,1,"0","NTN1"
"KLF12",0.00123387322493122,0.33994187718568,0.214,0.075,1,"0","KLF12"
"BATF3",0.00123945460829991,1.19542752604737,0.133,0.035,1,"0","BATF3"
"RP11-442N24--B.1",0.0012479274220256,0.70778719362138,0.082,0.01,1,"0","RP11-442N24--B.1"
"SLC6A17",0.0012479274220256,1.81286648901753,0.082,0.01,1,"0","SLC6A17"
"RP11-391M1.4",0.0012479274220256,0.634816255871562,0.082,0.01,1,"0","RP11-391M1.4"
"DUSP7",0.0012479274220256,1.84085548457523,0.082,0.01,1,"0","DUSP7"
"LINC00843",0.0012479274220256,1.08721271505064,0.082,0.01,1,"0","LINC00843"
"ANO5",0.0012479274220256,2.47476057915702,0.082,0.01,1,"0","ANO5"
"CDH24",0.0012479274220256,1.13441543078033,0.082,0.01,1,"0","CDH24"
"SNAI3-AS1",0.0012479274220256,2.36941755564731,0.082,0.01,1,"0","SNAI3-AS1"
"AC087294.2",0.0012479274220256,1.7367415564956,0.082,0.01,1,"0","AC087294.2"
"GDPD1",0.0012479274220256,1.14028697797249,0.082,0.01,1,"0","GDPD1"
"INPP5K",0.00126123673182393,3.2780118234338,0.092,0.015,1,"0","INPP5K"
"SPA17",0.00126460365191498,0.555336157432571,0.184,0.06,1,"0","SPA17"
"RP4-665N4.8",0.00127871060486711,3.53228259227069,0.051,0,1,"0","RP4-665N4.8"
"SLC2A1-AS1",0.00127871060486711,4.15882813315998,0.051,0,1,"0","SLC2A1-AS1"
"RP11-486G15.2",0.00127871060486711,4.24435299090834,0.051,0,1,"0","RP11-486G15.2"
"LINC00623",0.00127871060486711,3.83995789770014,0.051,0,1,"0","LINC00623"
"AC079807.2",0.00127871060486711,3.98293688203891,0.051,0,1,"0","AC079807.2"
"RP11-355B11.2",0.00127871060486711,3.63203076348364,0.051,0,1,"0","RP11-355B11.2"
"MGAT4A",0.00127871060486711,3.82939609949567,0.051,0,1,"0","MGAT4A"
"GALNT13",0.00127871060486711,3.67556543129587,0.051,0,1,"0","GALNT13"
"RFTN2",0.00127871060486711,3.79938995812361,0.051,0,1,"0","RFTN2"
"AC011997.1",0.00127871060486711,3.95413467862464,0.051,0,1,"0","AC011997.1"
"TNS1",0.00127871060486711,4.25257526922987,0.051,0,1,"0","TNS1"
"IQCA1",0.00127871060486711,3.81360449302502,0.051,0,1,"0","IQCA1"
"TTLL3",0.00127871060486711,4.40477650473778,0.051,0,1,"0","TTLL3"
"C3orf20",0.00127871060486711,3.49339849488356,0.051,0,1,"0","C3orf20"
"CCDC13",0.00127871060486711,4.4362384068036,0.051,0,1,"0","CCDC13"
"LARS2-AS1",0.00127871060486711,3.85232012069381,0.051,0,1,"0","LARS2-AS1"
"RP11-894J14.5",0.00127871060486711,4.11465212725196,0.051,0,1,"0","RP11-894J14.5"
"PSMD6-AS2",0.00127871060486711,3.6301699081518,0.051,0,1,"0","PSMD6-AS2"
"CCDC39",0.00127871060486711,3.78853720308238,0.051,0,1,"0","CCDC39"
"CTC-498J12.3",0.00127871060486711,3.97038412171254,0.051,0,1,"0","CTC-498J12.3"
"CTC-806A22.1",0.00127871060486711,3.77862388372983,0.051,0,1,"0","CTC-806A22.1"
"SH3TC2",0.00127871060486711,3.48147060641842,0.051,0,1,"0","SH3TC2"
"GABRG2",0.00127871060486711,3.93301636620939,0.051,0,1,"0","GABRG2"
"TLX3",0.00127871060486711,3.55912359548131,0.051,0,1,"0","TLX3"
"DOK3",0.00127871060486711,4.36956958676554,0.051,0,1,"0","DOK3"
"AASS",0.00127871060486711,3.66133243026363,0.051,0,1,"0","AASS"
"KCNH2",0.00127871060486711,3.81894681889506,0.051,0,1,"0","KCNH2"
"CCDC120",0.00127871060486711,3.95548415542979,0.051,0,1,"0","CCDC120"
"DDX26B",0.00127871060486711,3.64632531983788,0.051,0,1,"0","DDX26B"
"TTPA",0.00127871060486711,3.69455024788605,0.051,0,1,"0","TTPA"
"C8orf44",0.00127871060486711,3.61319871332186,0.051,0,1,"0","C8orf44"
"CA1",0.00127871060486711,3.67436367860524,0.051,0,1,"0","CA1"
"KCNV2",0.00127871060486711,4.04214557525914,0.051,0,1,"0","KCNV2"
"RP11-506M13.3",0.00127871060486711,3.99512833793258,0.051,0,1,"0","RP11-506M13.3"
"CUZD1",0.00127871060486711,3.90232907068136,0.051,0,1,"0","CUZD1"
"TRIM68",0.00127871060486711,3.39425631446644,0.051,0,1,"0","TRIM68"
"CCDC73",0.00127871060486711,4.03322778842572,0.051,0,1,"0","CCDC73"
"LRP4-AS1",0.00127871060486711,3.59091526077884,0.051,0,1,"0","LRP4-AS1"
"OVOL1",0.00127871060486711,3.73441568313628,0.051,0,1,"0","OVOL1"
"RP11-867G23.4",0.00127871060486711,3.771999959692,0.051,0,1,"0","RP11-867G23.4"
"RP11-110I1.6",0.00127871060486711,3.90293646066378,0.051,0,1,"0","RP11-110I1.6"
"GRIK4",0.00127871060486711,4.24094495113401,0.051,0,1,"0","GRIK4"
"ATP7B",0.00127871060486711,3.59084339548141,0.051,0,1,"0","ATP7B"
"ZNF219",0.00127871060486711,4.02533936085632,0.051,0,1,"0","ZNF219"
"LTBP2",0.00127871060486711,3.71420941397401,0.051,0,1,"0","LTBP2"
"RP11-521B24.3",0.00127871060486711,3.70760340910706,0.051,0,1,"0","RP11-521B24.3"
"CHRM5",0.00127871060486711,3.80623897057186,0.051,0,1,"0","CHRM5"
"RP11-352G18.2",0.00127871060486711,3.87991226055477,0.051,0,1,"0","RP11-352G18.2"
"RP11-382A20.5",0.00127871060486711,3.9542014413151,0.051,0,1,"0","RP11-382A20.5"
"LA16c-395F10.2",0.00127871060486711,4.10051849582108,0.051,0,1,"0","LA16c-395F10.2"
"RP11-510J16.5",0.00127871060486711,3.9736013626553,0.051,0,1,"0","RP11-510J16.5"
"CHRNE",0.00127871060486711,4.22203080925487,0.051,0,1,"0","CHRNE"
"AC010761.8",0.00127871060486711,3.8786227834922,0.051,0,1,"0","AC010761.8"
"RP11-68I3.2",0.00127871060486711,3.83420016890123,0.051,0,1,"0","RP11-68I3.2"
"RAD51L3-RFFL",0.00127871060486711,3.81784723915249,0.051,0,1,"0","RAD51L3-RFFL"
"GATA6",0.00127871060486711,3.69748147231636,0.051,0,1,"0","GATA6"
"SLC52A3",0.00127871060486711,3.49697477304677,0.051,0,1,"0","SLC52A3"
"MMP24",0.00127871060486711,3.78160127379938,0.051,0,1,"0","MMP24"
"ELMO2",0.00127871060486711,3.48672334026209,0.051,0,1,"0","ELMO2"
"RP11-157P1.4",0.00127871060486711,3.69583412926597,0.051,0,1,"0","RP11-157P1.4"
"CELF5",0.00127871060486711,3.72923807432236,0.051,0,1,"0","CELF5"
"ZNF671",0.00127871060486711,3.51593400019795,0.051,0,1,"0","ZNF671"
"MMP11",0.00127871060486711,3.73115494853947,0.051,0,1,"0","MMP11"
"PDGFB",0.00127871060486711,3.62664254554915,0.051,0,1,"0","PDGFB"
"B3GALT5",0.00127871060486711,4.13051025059308,0.051,0,1,"0","B3GALT5"
"PRED58",0.00127871060486711,3.84648300815155,0.051,0,1,"0","PRED58"
"RWDD2B",0.00127954777511823,0.544983044059616,0.163,0.05,1,"0","RWDD2B"
"OAF",0.00129790044961121,2.30271107397779,0.122,0.03,1,"0","OAF"
"COA5",0.00130582659883282,0.900168076110553,0.163,0.05,1,"0","COA5"
"YOD1",0.00131362276360634,2.24038155431457,0.122,0.03,1,"0","YOD1"
"SERINC2",0.00132179246972688,0.276968985654214,0.214,0.08,1,"0","SERINC2"
"MCF2L",0.00133015536876732,1.16148735476718,0.082,0.01,1,"0","MCF2L"
"PPP2R1B",0.00134309856819219,0.823460708671656,0.133,0.035,1,"0","PPP2R1B"
"FOXP2",0.00137311799300049,1.14439056502054,0.082,0.01,1,"0","FOXP2"
"CORO2B",0.00137311799300049,1.88514767740994,0.082,0.01,1,"0","CORO2B"
"EMR2",0.00137311799300049,2.44772898728567,0.082,0.01,1,"0","EMR2"
"PRRX2",0.00138062609257677,0.331484993491144,0.173,0.055,1,"0","PRRX2"
"CHD5",0.00139507593253865,2.01558036744721,0.082,0.01,1,"0","CHD5"
"KIAA0895",0.00139507593253865,1.48095957253444,0.082,0.01,1,"0","KIAA0895"
"PCBP4",0.00139659301948104,0.314032847088549,0.153,0.045,1,"0","PCBP4"
"SCARA3",0.00139659301948104,0.625038456833211,0.153,0.045,1,"0","SCARA3"
"RASSF7",0.00141170648304701,1.78843334335458,0.122,0.03,1,"0","RASSF7"
"SPIRE2",0.00141716363157641,1.47928112713306,0.092,0.015,1,"0","SPIRE2"
"SLC39A1",0.00141726663708559,0.11301970391816,0.245,0.095,1,"0","SLC39A1"
"RPL34-AS1",0.0014173572618772,1.27871440091461,0.082,0.01,1,"0","RPL34-AS1"
"RP11-425I13.3",0.0014173572618772,1.66728700440034,0.082,0.01,1,"0","RP11-425I13.3"
"NAIP",0.0014173572618772,2.13458824844953,0.082,0.01,1,"0","NAIP"
"SLCO6A1",0.0014173572618772,1.0509313288795,0.082,0.01,1,"0","SLCO6A1"
"GFPT2",0.0014173572618772,1.10003226452009,0.082,0.01,1,"0","GFPT2"
"ZNRD1-AS1",0.0014173572618772,1.52008545783977,0.082,0.01,1,"0","ZNRD1-AS1"
"PRICKLE4",0.0014173572618772,0.799945923888815,0.082,0.01,1,"0","PRICKLE4"
"ZBTB34",0.0014173572618772,0.636853415522064,0.082,0.01,1,"0","ZBTB34"
"RP11-248J23.7",0.0014173572618772,1.97088737893627,0.082,0.01,1,"0","RP11-248J23.7"
"AP006621.5",0.0014173572618772,0.51552237033696,0.082,0.01,1,"0","AP006621.5"
"CLMP",0.0014173572618772,0.973419150154426,0.082,0.01,1,"0","CLMP"
"PAPLN",0.0014173572618772,1.45037754866311,0.082,0.01,1,"0","PAPLN"
"CCDC64B",0.0014173572618772,1.05006810092064,0.082,0.01,1,"0","CCDC64B"
"RP11-35G9.3",0.0014173572618772,1.8924907469402,0.082,0.01,1,"0","RP11-35G9.3"
"SPATA2",0.0014173572618772,0.837177139506317,0.082,0.01,1,"0","SPATA2"
"HEXIM2",0.00142196277401373,1.23491884087358,0.133,0.035,1,"0","HEXIM2"
"WDSUB1",0.00143785740787766,2.28105162524079,0.092,0.015,1,"0","WDSUB1"
"ZNF14",0.00144079276948015,1.47469109123338,0.102,0.02,1,"0","ZNF14"
"PRIMPOL",0.001466682799871,0.941141995712852,0.143,0.04,1,"0","PRIMPOL"
"RSPH3",0.00149994203627507,0.196350361639511,0.184,0.06,1,"0","RSPH3"
"AK1",0.00150351066800515,0.219397747869956,0.296,0.129,1,"0","AK1"
"ZNF414",0.00150507672479917,1.43191360115005,0.133,0.035,1,"0","ZNF414"
"CCBL2",0.00151522476222336,1.33301718777018,0.143,0.04,1,"0","CCBL2"
"ARHGEF16",0.00153465108563286,1.12556992041094,0.122,0.03,1,"0","ARHGEF16"
"PSMD5-AS1",0.00154556749690313,2.40931279781626,0.092,0.015,1,"0","PSMD5-AS1"
"GLIS2",0.00154556749690313,2.3002897907955,0.092,0.015,1,"0","GLIS2"
"EPB41L1",0.00155015193514187,0.116424560469391,0.163,0.05,1,"0","EPB41L1"
"SPRTN",0.00155024578676639,0.904538670054885,0.153,0.045,1,"0","SPRTN"
"LRSAM1",0.00155169540621044,0.479827222891225,0.173,0.055,1,"0","LRSAM1"
"MT-ND5",0.00155507390195757,0.343749865513389,0.857,0.537,1,"0","MT-ND5"
"PEX10",0.00155707002564797,0.922009191176179,0.133,0.035,1,"0","PEX10"
"TEN1",0.00155762085296402,0.723629706169328,0.173,0.06,1,"0","TEN1"
"SLC35E4",0.00156450589311614,0.479549465102145,0.112,0.025,1,"0","SLC35E4"
"LHPP",0.00156679808908582,0.170983977101614,0.173,0.055,1,"0","LHPP"
"PRKG1",0.00156798182515322,2.23864045786517,0.092,0.015,1,"0","PRKG1"
"TNK1",0.00156798182515322,0.58307308810233,0.092,0.015,1,"0","TNK1"
"PARP6",0.00157476537836514,1.16238850330896,0.133,0.035,1,"0","PARP6"
"CAMKK2",0.00158278579159704,0.587478815522401,0.153,0.045,1,"0","CAMKK2"
"VPS9D1-AS1",0.00158278579159704,0.523003417576393,0.153,0.045,1,"0","VPS9D1-AS1"
"KLHL21",0.00158425307239587,1.18014187790341,0.112,0.025,1,"0","KLHL21"
"CRLF1",0.00158425307239587,0.830216239786574,0.112,0.025,1,"0","CRLF1"
"SYNJ1",0.00158425307239587,1.53050145197269,0.112,0.025,1,"0","SYNJ1"
"ERO1LB",0.00159069511435884,1.80569326482481,0.092,0.015,1,"0","ERO1LB"
"ZFYVE19",0.00159069511435884,2.05261414956238,0.092,0.015,1,"0","ZFYVE19"
"ZNF724P",0.00159069511435884,1.81532375360754,0.092,0.015,1,"0","ZNF724P"
"APLP1",0.00159069511435884,1.84528939866411,0.092,0.015,1,"0","APLP1"
"SDR39U1",0.00159929053689266,0.579564952474464,0.153,0.045,1,"0","SDR39U1"
"FAM20C",0.00160925902246972,1.29073548353408,0.122,0.03,1,"0","FAM20C"
"ZC3HAV1L",0.00161371094785862,1.11429412966815,0.092,0.015,1,"0","ZC3HAV1L"
"DUSP9",0.00161371094785862,0.749424564421978,0.092,0.015,1,"0","DUSP9"
"PEX11A",0.00161371094785862,0.763145319417292,0.092,0.015,1,"0","PEX11A"
"ZNF263",0.00161371094785862,0.371713834972937,0.092,0.015,1,"0","ZNF263"
"SHANK3",0.00161371094785862,1.76382975683945,0.092,0.015,1,"0","SHANK3"
"SBF1",0.00162443754161626,1.18764004571618,0.112,0.025,1,"0","SBF1"
"NEK3",0.00162842555439245,1.21187807584864,0.122,0.03,1,"0","NEK3"
"CDKL3",0.0016443620673409,0.27292891229969,0.173,0.055,1,"0","CDKL3"
"DYX1C1",0.0016443620673409,0.456815732258824,0.173,0.055,1,"0","DYX1C1"
"LDLRAP1",0.00164716679939622,0.704687416408145,0.102,0.02,1,"0","LDLRAP1"
"AACS",0.00164716679939622,1.95092071024492,0.102,0.02,1,"0","AACS"
"PLD6",0.00164716679939622,0.799648291465392,0.102,0.02,1,"0","PLD6"
"FBXL3",0.0016497600260034,1.10800126634851,0.153,0.045,1,"0","FBXL3"
"TREX1",0.00166066476656585,0.191500239540828,0.092,0.015,1,"0","TREX1"
"RP11-282I1.1",0.00166066476656585,2.23560322447816,0.092,0.015,1,"0","RP11-282I1.1"
"ZMIZ1",0.00168421616704144,0.578932838103179,0.153,0.045,1,"0","ZMIZ1"
"ARRDC3",0.00168461010482555,0.373434168415392,0.092,0.015,1,"0","ARRDC3"
"CES2",0.00168461010482555,1.38061186772506,0.092,0.015,1,"0","CES2"
"ENO2",0.00169157403663999,1.30259119747251,0.102,0.02,1,"0","ENO2"
"CTTNBP2NL",0.00170169136695564,0.223494222536539,0.153,0.045,1,"0","CTTNBP2NL"
"HNRNPH1",0.00171664815574236,0.153686493505399,0.969,0.567,1,"0","HNRNPH1"
"FAM102B",0.00173345630589065,1.08212623625646,0.092,0.015,1,"0","FAM102B"
"TRIM35",0.00173708016558452,1.68513886842924,0.102,0.02,1,"0","TRIM35"
"THRA",0.00174790524513091,0.419710196057588,0.122,0.03,1,"0","THRA"
"RP13-1032I1.7",0.00175836475031174,0.775821120900119,0.092,0.015,1,"0","RP13-1032I1.7"
"EPG5",0.00175836475031174,1.00740035270796,0.092,0.015,1,"0","EPG5"
"KLHL9",0.00175889626758537,0.244829531183921,0.173,0.055,1,"0","KLHL9"
"GRB10",0.00176466960186853,0.793302880667921,0.163,0.05,1,"0","GRB10"
"POLR2M",0.00176466960186853,0.321535437948176,0.163,0.05,1,"0","POLR2M"
"RP5-935K16.1",0.0017725849964076,1.75111479720263,0.112,0.025,1,"0","RP5-935K16.1"
"SLC37A1",0.0017725849964076,0.664542578364654,0.112,0.025,1,"0","SLC37A1"
"SETD1A",0.00177327284975332,0.580191068300257,0.153,0.045,1,"0","SETD1A"
"TAF5",0.00178201295534314,0.599324200594704,0.133,0.035,1,"0","TAF5"
"SEPT8",0.00178360187629727,0.297968451397667,0.092,0.015,1,"0","SEPT8"
"RAVER1",0.00178360187629727,0.623191285449016,0.092,0.015,1,"0","RAVER1"
"SLC6A16",0.00178360187629727,1.34449643664124,0.092,0.015,1,"0","SLC6A16"
"TSHZ1",0.00178370955245483,1.63504304174202,0.102,0.02,1,"0","TSHZ1"
"ATPAF2",0.00178964591892878,0.215717259877033,0.184,0.065,1,"0","ATPAF2"
"BAK1",0.00179473479864668,1.30777277682879,0.112,0.025,1,"0","BAK1"
"RHBDD2",0.00179473479864668,0.679470766023811,0.112,0.025,1,"0","RHBDD2"
"TOR2A",0.00179473479864668,0.363501505641992,0.112,0.025,1,"0","TOR2A"
"FNIP2",0.00180004680766162,0.781631522632233,0.143,0.04,1,"0","FNIP2"
"KCTD2",0.00180204603819537,0.552681103616142,0.133,0.035,1,"0","KCTD2"
"DCLRE1A",0.00180745320863317,1.02268008303833,0.102,0.02,1,"0","DCLRE1A"
"RP11-517O13.1",0.00180917157196037,0.927271503245689,0.092,0.015,1,"0","RP11-517O13.1"
"TRAK2",0.00181009222434885,0.124164458991444,0.153,0.045,1,"0","TRAK2"
"DBNDD1",0.00181713874072391,1.48222592942009,0.112,0.025,1,"0","DBNDD1"
"TXNRD2",0.00181713874072391,0.407853829244357,0.112,0.025,1,"0","TXNRD2"
"SIMC1",0.0018207880729523,0.195708971576022,0.224,0.085,1,"0","SIMC1"
"RP11-126L15.4",0.00183148702706579,1.3163005814946,0.102,0.02,1,"0","RP11-126L15.4"
"RP11-706O15.1",0.00183148702706579,1.03896091348283,0.102,0.02,1,"0","RP11-706O15.1"
"MDM1",0.00183148702706579,1.57112711225062,0.102,0.02,1,"0","MDM1"
"KREMEN2",0.00183148702706579,0.44752623177809,0.102,0.02,1,"0","KREMEN2"
"CYR61",0.00183198111632443,0.602335920836241,0.122,0.03,1,"0","CYR61"
"MEN1",0.00183198111632443,0.808028825821147,0.122,0.03,1,"0","MEN1"
"GNG12-AS1",0.00183507776489356,0.88821335604589,0.092,0.015,1,"0","GNG12-AS1"
"FAM72D",0.00183507776489356,0.539591208248589,0.092,0.015,1,"0","FAM72D"
"PLXND1",0.00183507776489356,0.223676055266522,0.092,0.015,1,"0","PLXND1"
"KCNIP4",0.00183507776489356,1.26427267436545,0.092,0.015,1,"0","KCNIP4"
"BACH2",0.00183507776489356,0.2915744756789,0.092,0.015,1,"0","BACH2"
"WWC3",0.00183507776489356,1.51560576982607,0.092,0.015,1,"0","WWC3"
"OTUD7A",0.00183507776489356,0.130839955093271,0.092,0.015,1,"0","OTUD7A"
"ZFP90",0.00183507776489356,1.25076616888945,0.092,0.015,1,"0","ZFP90"
"ZSCAN30",0.00183507776489356,0.664655783548321,0.092,0.015,1,"0","ZSCAN30"
"PALM",0.00183507776489356,0.190169879916755,0.092,0.015,1,"0","PALM"
"CTC-518P12.6",0.00183507776489356,0.32291274186296,0.092,0.015,1,"0","CTC-518P12.6"
"TEX14",0.00183891778618883,0.465639694563199,0.143,0.04,1,"0","TEX14"
"C17orf62",0.00184761301803708,0.129781566118318,0.153,0.045,1,"0","C17orf62"
"MBTPS2",0.00185581418504057,1.44351253393564,0.102,0.02,1,"0","MBTPS2"
"MROH6",0.00185581418504057,1.45924226040683,0.102,0.02,1,"0","MROH6"
"FAAH2",0.00187539820368806,0.547597314780685,0.122,0.03,1,"0","FAAH2"
"LOXL1",0.00187539820368806,0.3561961452401,0.122,0.03,1,"0","LOXL1"
"MT-CO3",0.0018754071406801,0.277441979108131,0.98,0.9,1,"0","MT-CO3"
"SLC26A2",0.0018804378896799,0.895034487276831,0.102,0.02,1,"0","SLC26A2"
"RUNX2",0.0018804378896799,0.552036226344246,0.102,0.02,1,"0","RUNX2"
"BEND3",0.0018804378896799,0.201842328677105,0.102,0.02,1,"0","BEND3"
"LRP12",0.0018804378896799,0.825206372362613,0.102,0.02,1,"0","LRP12"
"ARHGAP23",0.0018804378896799,0.628477903938541,0.102,0.02,1,"0","ARHGAP23"
